SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback
75,2 Graceland Avenue,Dabtype,855-68-8013,8521,Toyota,MR2,Puce,2001,505282.40,53499-0390,Marwin Francescozzi,Male,VP Marketing,817-214-8029,mfrancescozzi22@go.com,Arlington,United States,US,Texas,96 Melby Lane,2018/09/23,63824-271,2019/05/30,Second Class,Truck,76096,779114.68,1,0.43,diners-club-carte-blanche,30030857919261,Very Bad
76,10454 Leroy Junction,Thoughtstorm,560-72-9504,9453,Audi,A8,Red,2003,601030.83,13537-110,Anatollo Pow,Male,GIS Technical Architect,518-474-2773,apow23@acquirethisname.com,Albany,United States,US,New York,166 Lillian Place,2019/04/26,0378-9104,2019/01/27,Second Class,Air,12255,860641.97,2,0.74,maestro,5020410963277404253,Okay
77,1268 Goodland Drive,Vimbo,614-88-1667,4876,Dodge,Ram 2500,Blue,2008,553348.39,41520-199,Arlinda Stocker,Female,VP Accounting,972-525-5279,astocker24@domainmarket.com,Dallas,United States,US,Texas,41 Cody Road,2018/11/20,51141-2000,2019/04/06,Second Class,Air,75221,852540.42,2,0.45,diners-club-us-ca,5436198438883402,Okay
78,479 Shoshone Center,Fadeo,433-83-1238,7833,Mitsubishi,Precis,Aquamarine,1994,766396.94,0944-4351,Joan Beddon,Female,Marketing Manager,206-955-3681,jbeddon25@nydailynews.com,Seattle,United States,US,Washington,9170 Delladonna Place,2018/12/15,51367-008,2019/05/24,Second Class,Air,98127,899946.21,1,0.8,jcb,3557637705094746,Bad
79,35 5th Plaza,Thoughtstorm,673-60-4852,2755,Oldsmobile,Bravada,Teal,2004,707517.46,76519-1017,Blythe Lampens,Female,Accountant I,404-400-7955,blampens26@google.ca,Atlanta,United States,US,Georgia,28 Granby Place,2019/04/14,61748-017,2019/05/29,Second Class,Air,31132,954701.77,2,0.29,jcb,3576454435682098,Okay
80,24 Loeprich Terrace,Eadel,807-93-0024,9933,Buick,Regal,Purple,1989,667039.78,45963-538,Ozzie Oade,Male,Database Administrator III,321-117-4073,ooade27@bluehost.com,Orlando,United States,US,Florida,272 Forster Parkway,2018/09/15,0904-0304,2019/05/11,Same Day,Truck,32803,830149.53,2,0.58,diners-club-enroute,201830280140846,Very Good
81,105 Quincy Way,Yabox,250-42-0967,4829,Oldsmobile,Ciera,Violet,1993,546889.09,64117-252,Niels Bushe,Male,Desktop Support Technician,205-400-8698,nbushe28@kickstarter.com,Birmingham,United States,US,Alabama,6925 Tomscot Road,2019/06/17,64455-994,2019/05/27,Second Class,Truck,35263,850167.91,1,0.76,jcb,3557656136601226,Very Bad
82,4450 Texas Point,Muxo,800-26-8802,4514,Nissan,Frontier,Pink,2006,688767.81,43269-669,Vidovic Elwood,Male,Nuclear Power Engineer,210-583-7303,velwood29@miibeian.gov.cn,San Antonio,United States,US,Texas,92 Bowman Pass,2019/05/25,25010-215,2019/05/01,Same Day,Truck,78285,723947.52,1,0.27,jcb,3575144191340988,Bad
83,65 Jay Avenue,Zazio,699-20-4385,4469,Cadillac,Seville,Maroon,2004,778797.87,0185-0157,Hymie Swyndley,Male,Senior Cost Accountant,917-422-3564,hswyndley2a@photobucket.com,Brooklyn,United States,US,New York,3 Del Sol Way,2018/12/26,51514-0333,2019/03/13,Second Class,Air,11236,881348.59,2,0.86,jcb,3561412354380729,Very Bad
84,0144 New Castle Center,Tagfeed,615-16-7269,3865,Kia,Optima,Violet,2002,620793.44,24208-544,Sharron Cranna,Female,Staff Scientist,225-841-0636,scranna2b@multiply.com,Baton Rouge,United States,US,Louisiana,6 Melody Circle,2018/07/16,0268-6706,2019/02/04,Same Day,Air,70820,861113.04,1,0.82,jcb,3554242727652994,Bad
85,58564 Golf Course Road,Fatz,523-80-9887,5712,Nissan,Sentra,Pink,1999,777163.99,29149-001,Ericha Hagard,Female,Account Representative IV,602-305-8027,ehagard2c@elpais.com,Phoenix,United States,US,Arizona,364 Buhler Avenue,2018/08/04,66715-9735,2019/04/14,Same Day,Air,85099,992886.70,2,0.48,mastercard,5100148606460025,Very Bad
86,0 Kensington Place,Camido,840-73-6286,8687,Volvo,V50,Pink,2010,545741.70,0299-5980,Charin Henriksson,Female,Research Assistant III,386-225-2847,chenriksson2d@chicagotribune.com,Daytona Beach,United States,US,Florida,2 Golf View Plaza,2018/09/25,64127-085,2019/05/27,Standard Class,Truck,32128,885892.96,2,0.77,china-unionpay,56022278480520004,Very Bad
87,7218 Leroy Street,Roodel,756-09-5350,9633,Honda,Ridgeline,Pink,2007,662004.26,0067-2039,Dinny O'Cooney,Female,Financial Analyst,813-617-4542,docooney2e@blog.com,Tampa,United States,US,Florida,09 Claremont Lane,2019/05/30,59779-949,2019/01/04,Same Day,Air,33620,998843.29,2,0.63,jcb,3583186479580066,Good
88,5754 Parkside Point,Gigazoom,573-47-8364,7989,Pontiac,GTO,Pink,1970,696179.72,55714-4426,Alphard Quantrill,Male,Programmer Analyst IV,480-783-3635,aquantrill2f@netscape.com,Phoenix,United States,US,Arizona,12 Raven Street,2019/04/01,31720-208,2019/02/17,First Class,Air,85025,858307.07,2,0.38,jcb,3553117704416988,Good
89,9973 Fuller Alley,Omba,435-24-7523,4440,Chevrolet,Suburban 1500,Green,2003,714262.33,37808-008,Niven Derrington,Male,Research Assistant IV,479-312-7517,nderrington2g@time.com,Fort Smith,United States,US,Arkansas,9 Gateway Drive,2019/02/14,52183-369,2019/01/22,Standard Class,Air,72905,784074.72,1,0.41,maestro,6759451616924465638,Good
90,96748 Sunfield Circle,Innotype,674-69-5280,5252,Nissan,Maxima,Turquoise,2009,658004.98,0065-0643,Theodoric Padley,Male,Staff Accountant III,323-363-3595,tpadley2h@usda.gov,Los Angeles,United States,US,California,627 Elmside Alley,2019/05/25,0462-0395,2019/04/07,Standard Class,Truck,90025,749917.29,1,0.83,mastercard,5100137517605349,Very Bad
91,05741 Linden Point,Kwimbee,674-81-8160,4942,Volkswagen,Rabbit,Maroon,2009,679304.05,53746-102,Ada Strange,Female,Help Desk Operator,434-333-8356,astrange2i@java.com,Charlottesville,United States,US,Virginia,864 Fallview Court,2019/06/01,52731-7023,2019/03/31,Second Class,Air,22908,888417.08,2,0.63,visa-electron,4405267757623168,Good
92,417 Delladonna Road,Jayo,304-18-2648,232,Mazda,Miata MX-5,Crimson,2005,739132.03,55700-020,Gabriello Hegdonne,Male,Technical Writer,316-891-9761,ghegdonne2j@eepurl.com,Wichita,United States,US,Kansas,93 Schiller Terrace,2019/05/03,58118-0017,2019/05/24,Standard Class,Air,67230,989524.24,1,0.84,jcb,3566808648787113,Very Bad
93,75 Victoria Court,Skiptube,579-46-2873,7064,Pontiac,Grand Prix,Fuscia,1978,720963.77,0206-2100,Gussy Murison,Female,Chemical Engineer,651-279-4209,gmurison2k@google.ru,Saint Paul,United States,US,Minnesota,7861 Cardinal Trail,2019/05/31,67345-0784,2019/03/21,Same Day,Truck,55127,820595.53,2,0.36,americanexpress,342345452728575,Very Bad
94,9 Macpherson Terrace,Shuffledrive,857-91-5590,6292,Audi,RS 4,Blue,2008,716932.67,68462-179,Haley Nockells,Female,Account Representative I,502-605-8186,hnockells2l@elegantthemes.com,Louisville,United States,US,Kentucky,0081 Hayes Plaza,2019/01/05,41250-453,2019/03/28,First Class,Truck,40210,984950.90,2,0.81,jcb,3558836068417515,Very Good
95,77436 Veith Park,Gevee,649-78-9218,9324,Nissan,Quest,Blue,1993,634734.96,76439-273,Abigael Smalridge,Female,Health Coach II,520-393-0569,asmalridge2m@behance.net,Tucson,United States,US,Arizona,51509 Briar Crest Plaza,2019/01/04,54473-241,2019/04/10,Second Class,Truck,85705,768759.71,2,0.59,jcb,3564341123916033,Very Good
96,5298 Hayes Point,Twitterlist,839-11-6693,8159,Ford,Mustang,Maroon,1994,798765.11,52959-144,Gunther Stubbs,Male,Chief Design Engineer,314-333-8350,gstubbs2n@exblog.jp,Saint Louis,United States,US,Missouri,6441 Daystar Parkway,2018/11/03,57627-156,2019/03/20,First Class,Air,63169,881654.49,1,0.81,jcb,3533407953461677,Bad
97,6 American Ash Plaza,Midel,429-51-4961,9814,Lexus,GS,Puce,2013,650995.54,64205-101,Wallas Lewing,Male,Structural Analysis Engineer,919-462-7153,wlewing2o@arstechnica.com,Durham,United States,US,North Carolina,0 Emmet Place,2019/05/10,63830-221,2019/04/04,Same Day,Truck,27705,733932.62,1,0.66,jcb,3538327354932966,Very Bad
98,98 Vahlen Street,Skilith,439-37-5086,9174,Nissan,370Z,Mauv,2009,734064.83,54868-6077,Osgood Dunkerk,Male,Safety Technician IV,785-367-0967,odunkerk2p@bravesites.com,Topeka,United States,US,Kansas,01 Quincy Pass,2018/08/02,31722-731,2019/05/29,Second Class,Air,66629,906383.42,2,0.29,bankcard,5602258316022289,Very Good
99,966 Fallview Plaza,Talane,766-66-2819,7925,Jeep,Wrangler,Blue,1998,566961.70,0555-0140,Alvinia Alasdair,Female,Help Desk Operator,818-793-6320,aalasdair2q@rambler.ru,Los Angeles,United States,US,California,3156 Kipling Drive,2018/10/11,43353-914,2019/01/11,Second Class,Truck,90015,768636.97,2,0.57,china-unionpay,560223116915301780,Okay
100,02122 Sloan Park,Chatterbridge,819-68-9887,6395,Honda,S2000,Green,2003,636898.53,65691-0105,Arleta Blondelle,Female,General Manager,913-827-5744,ablondelle2r@people.com.cn,Shawnee Mission,United States,US,Kansas,9992 Portage Hill,2019/04/23,55648-787,2019/06/03,First Class,Truck,66286,827097.96,1,0.75,visa,4431637261364905,Very Bad
101,03 Dwight Junction,Skipfire,315-95-6593,8034,Cadillac,CTS-V,Red,2009,641631.95,55154-9357,Barbie Bridywater,Female,Dental Hygienist,212-664-6255,bbridywater2s@reuters.com,Jamaica,United States,US,New York,62 Buena Vista Parkway,2018/10/25,59614-298,2019/02/12,Standard Class,Air,11431,863138.65,2,0.53,china-unionpay,5610131498926173,Okay
102,90280 Schlimgen Road,Fivebridge,739-39-5689,7619,GMC,Suburban 1500,Red,1999,724303.85,52125-866,Curcio Januszewski,Male,Project Manager,303-536-9709,cjanuszewski2t@acquirethisname.com,Denver,United States,US,Colorado,837 Upham Lane,2018/08/25,59630-574,2019/02/20,Second Class,Truck,80243,898660.85,2,0.49,china-unionpay,560223188869325719,Good
103,69174 Springview Park,Realcube,433-53-9139,7023,Chevrolet,Sportvan G30,Teal,1995,679976.16,54458-907,Georgiana Decker,Female,Financial Analyst,253-129-3808,gdecker2u@wordpress.com,Olympia,United States,US,Washington,86058 Farwell Way,2019/03/29,43742-0489,2019/04/17,Standard Class,Truck,98516,955190.63,2,0.78,switch,6759202794132384842,Very Bad
104,3 Transport Center,Skivee,615-13-4570,7855,Chevrolet,Express 1500,Red,2004,665876.60,33261-228,Angus Bilbey,Male,Analyst Programmer,202-489-6564,abilbey2v@tamu.edu,Washington,United States,US,District of Columbia,08432 Arizona Hill,2018/11/08,50181-0003,2019/04/02,Standard Class,Truck,20299,986265.39,1,0.3,switch,633349531242975847,Very Bad
105,79 Tennyson Road,Chatterbridge,868-80-3843,4571,Cadillac,Escalade,Red,2007,514525.98,11584-1060,Gerek Timmins,Male,Physical Therapy Assistant,480-458-6503,gtimmins2w@wiley.com,Apache Junction,United States,US,Arizona,63 Fairview Park,2019/04/22,49348-553,2019/03/09,Standard Class,Air,85219,700375.26,2,0.67,jcb,3560239924171259,Very Good
106,615 Lakewood Gardens Way,Buzzbean,640-88-8698,184,Pontiac,Grand Am,Turquoise,1996,543539.17,0363-1024,Garald Shepland,Male,Cost Accountant,225-811-0306,gshepland2x@narod.ru,Baton Rouge,United States,US,Louisiana,48819 Pleasure Road,2018/07/02,45963-346,2019/01/19,Second Class,Truck,70826,918972.63,1,0.32,mastercard,5452186627412025,Good
107,08 Shopko Trail,Voonix,543-42-8435,4143,Toyota,Sequoia,Green,2008,563223.72,50268-452,Michelle McLagain,Female,Human Resources Assistant IV,904-531-8925,mmclagain2y@woothemes.com,Jacksonville,United States,US,Florida,32978 Grayhawk Pass,2018/12/23,0270-0149,2019/02/23,Same Day,Truck,32236,742527.92,1,0.45,jcb,3555782393305582,Bad
108,8 Sunfield Park,Thoughtblab,542-88-8254,8525,Toyota,Celica,Yellow,1994,739368.39,37808-817,Morgun Pfaff,Male,Senior Quality Engineer,850-978-0378,mpfaff2z@economist.com,Pensacola,United States,US,Florida,0300 Colorado Avenue,2018/12/06,36800-443,2019/03/10,First Class,Air,32575,862137.37,2,0.27,jcb,3570142773130913,Bad
109,0 Rutledge Lane,Yakitri,488-54-5386,9229,BMW,M3,Violet,2011,543026.94,68084-009,Carmel Gentzsch,Female,Research Nurse,336-879-7974,cgentzsch30@yahoo.co.jp,Winston Salem,United States,US,North Carolina,27 Debs Center,2018/07/24,0904-5186,2019/05/25,Standard Class,Air,27157,956235.60,2,0.73,jcb,3528595441813827,Very Bad
110,37 Monument Hill,Zoozzy,725-32-8162,8155,Land Rover,Range Rover,Crimson,1986,569435.74,65862-599,Paton Clynman,Male,VP Sales,915-353-6106,pclynman31@smh.com.au,El Paso,United States,US,Texas,51 Annamark Circle,2019/04/26,53808-0251,2019/01/16,Standard Class,Truck,88584,981365.77,1,0.36,visa,4041376481583125,Very Good
111,87 Heffernan Pass,Demivee,493-38-2166,720,Mitsubishi,Mirage,Puce,1998,593076.64,51918-1001,Danya Lambis,Male,Staff Scientist,817-933-4301,dlambis32@themeforest.net,Fort Worth,United States,US,Texas,1 Warner Trail,2019/03/20,65044-1060,2019/04/03,Second Class,Truck,76134,990328.59,2,0.29,visa-electron,4405307012691145,Bad
112,5 Bluestem Way,Meedoo,320-16-8226,9609,Isuzu,Oasis,Mauv,1996,522435.20,55154-6127,Robbert Goodhand,Male,Senior Editor,801-200-3771,rgoodhand33@moonfruit.com,Provo,United States,US,Utah,56388 Veith Alley,2018/09/23,0378-1045,2019/01/28,Second Class,Air,84605,976754.62,2,0.7,visa-electron,4844134386981137,Bad
113,34 Quincy Point,Zoovu,860-12-4670,7713,Cadillac,Seville,Khaki,1997,580966.08,36987-2014,Freeman Firbank,Male,Recruiting Manager,608-911-8392,ffirbank34@dyndns.org,Madison,United States,US,Wisconsin,6579 Arapahoe Avenue,2019/06/10,0781-5526,2019/04/16,First Class,Truck,53790,895368.03,2,0.28,jcb,3563437709865585,Bad
114,850 Cordelia Plaza,Yotz,808-58-8679,7535,Pontiac,Bonneville,Puce,1999,723754.77,61598-200,Bobbi Collingdon,Female,Legal Assistant,210-748-9946,bcollingdon35@creativecommons.org,San Antonio,United States,US,Texas,65379 Marquette Avenue,2018/11/15,16590-954,2019/05/26,Standard Class,Truck,78220,935004.75,2,0.74,switch,6331100882230361415,Very Good
115,7702 Bluestem Alley,Skinix,204-02-7998,0695,Ford,Flex,Indigo,2010,563453.56,55315-455,Eddi Merryweather,Female,Occupational Therapist,212-389-0212,emerryweather36@fotki.com,New York City,United States,US,New York,70762 Westerfield Lane,2019/01/17,55301-619,2019/02/17,Same Day,Truck,10203,774003.01,2,0.57,diners-club-carte-blanche,30168754574449,Good
116,132 Tennessee Parkway,Vinte,559-86-3976,4198,Honda,Accord,Blue,2011,745757.69,59078-039,Judy Hunt,Female,VP Marketing,504-318-5022,jhunt37@tinypic.com,New Orleans,United States,US,Louisiana,364 Algoma Lane,2018/06/25,0049-4940,2019/03/25,Same Day,Truck,70160,951211.32,1,0.72,diners-club-carte-blanche,30023540369531,Okay
117,25 Debs Plaza,Brainsphere,885-75-0938,1291,Buick,Rainier,Green,2007,564899.94,68026-544,Gustave Velte,Male,Project Manager,205-113-2865,gvelte38@zimbio.com,Birmingham,United States,US,Alabama,41054 Elka Pass,2019/01/21,0781-6135,2019/06/04,Standard Class,Truck,35295,800301.44,1,0.53,jcb,3566269655194075,Okay
118,2 Clemons Center,Vipe,723-83-8372,7949,Honda,Pilot,Mauv,2010,663125.07,21695-835,Nellie Lockier,Female,Senior Editor,775-563-8351,nlockier39@tamu.edu,Reno,United States,US,Nevada,26 Lillian Court,2018/12/24,41250-318,2019/03/06,Standard Class,Air,89510,743330.27,1,0.29,switch,6331103697769068653,Okay
119,652 Sutherland Parkway,Innotype,639-47-5189,7076,Mercedes-Benz,400SEL,Teal,1993,519500.85,68084-713,Stanford Rusted,Male,Editor,304-680-1408,srusted3a@wikipedia.org,Morgantown,United States,US,West Virginia,72451 2nd Plaza,2019/06/01,52125-266,2019/03/07,Standard Class,Air,26505,914405.05,1,0.57,visa,4041590395076287,Very Good
120,7 Redwing Circle,Gabspot,431-91-7448,8231,Subaru,Impreza,Blue,2003,712744.35,49349-191,Richardo Beaver,Male,Programmer II,210-648-7948,rbeaver3b@yelp.com,San Antonio,United States,US,Texas,661 Trailsway Crossing,2018/11/29,0093-5514,2019/01/21,Same Day,Truck,78291,945325.60,1,0.68,americanexpress,337941087621115,Good
121,899 Cordelia Lane,Rooxo,184-89-9088,8139,Dodge,Stratus,Indigo,1997,786558.98,0067-6045,Onofredo Breede,Male,Programmer Analyst I,510-830-2761,obreede3c@people.com.cn,Berkeley,United States,US,California,36 Melrose Parkway,2019/05/12,11822-0442,2019/05/12,Same Day,Air,94705,821296.41,2,0.66,mastercard,5230271622225181,Good
122,1008 Monica Pass,Twitterworks,499-15-3729,503,Ford,F350,Khaki,2009,505526.69,10096-0158,Vanni Usher,Female,Product Engineer,301-132-7936,vusher3d@paypal.com,Bethesda,United States,US,Maryland,571 Burning Wood Avenue,2018/07/20,76420-611,2019/04/29,Second Class,Air,20892,855201.29,2,0.67,americanexpress,375375316497497,Very Bad
123,4988 Bultman Pass,Edgewire,669-10-9388,2199,Buick,Riviera,Turquoise,1989,764479.19,0574-0427,Arlette Cattanach,Female,Editor,425-958-6133,acattanach3e@army.mil,Seattle,United States,US,Washington,10 Fair Oaks Crossing,2018/07/29,0363-0438,2019/01/23,Same Day,Air,98104,872185.79,1,0.81,switch,6759711408170449,Bad
124,2 Lerdahl Junction,Riffwire,446-64-7077,0695,Honda,Accord,Turquoise,1988,763573.51,52125-271,Gratiana Dunkley,Female,Structural Analysis Engineer,310-744-6141,gdunkley3f@chron.com,Torrance,United States,US,California,1 Lerdahl Parkway,2018/11/18,50436-4842,2019/02/13,First Class,Air,90505,861041.91,1,0.75,visa-electron,4175000043254110,Bad
125,3 Orin Crossing,Myworks,554-02-7818,5712,Toyota,4Runner,Mauv,2010,733427.36,0904-6277,Pincas Thorpe,Male,Programmer Analyst IV,203-922-9178,pthorpe3g@chronoengine.com,Norwalk,United States,US,Connecticut,31219 Little Fleur Trail,2019/04/17,59779-129,2019/03/21,First Class,Truck,06854,924311.10,1,0.41,jcb,3584710790719639,Very Bad
126,7579 Prentice Circle,Yombu,271-23-9597,4530,Honda,Accord,Green,2003,712232.05,49715-019,Babbette Champken,Female,Internal Auditor,205-412-9488,bchampken3h@comsenz.com,Birmingham,United States,US,Alabama,0078 Lyons Center,2018/07/06,42808-201,2019/01/04,Second Class,Air,35242,761383.20,2,0.8,jcb,3574124196348278,Bad
127,9785 Service Drive,Mycat,839-41-5843,1955,GMC,Canyon,Orange,2008,799454.24,60505-3780,Ade Mityashev,Male,Senior Developer,513-192-0087,amityashev3i@xrea.com,Cincinnati,United States,US,Ohio,655 Elgar Pass,2018/10/10,59746-216,2019/01/08,Same Day,Air,45203,781571.38,1,0.3,mastercard,5100144377872183,Good
128,6722 Texas Parkway,Wordify,535-09-1446,245,Chevrolet,Suburban 1500,Purple,1997,677203.05,49288-0302,Ody Karolczyk,Male,Office Assistant II,608-727-7360,okarolczyk3j@goo.gl,Madison,United States,US,Wisconsin,23 Kenwood Junction,2019/06/12,68428-112,2019/05/13,First Class,Truck,53710,765985.31,2,0.89,jcb,3539802701356886,Okay
129,39771 Bellgrove Avenue,Oyoloo,893-14-6140,8159,Lexus,IS-F,Fuscia,2010,540377.33,62175-891,Artie Ride,Male,Geologist I,860-222-3821,aride3k@yolasite.com,Hartford,United States,US,Connecticut,53 Carpenter Parkway,2018/12/13,51393-6668,2019/03/16,Standard Class,Air,06160,849594.22,1,0.68,jcb,3584425554616844,Okay
130,80 Gerald Alley,Livetube,527-99-2547,7915,Toyota,Prius,Purple,2003,673084.72,50036-571,Harrietta Fealey,Female,Help Desk Technician,804-947-0692,hfealey3l@phpbb.com,Richmond,United States,US,Virginia,90 Monument Parkway,2018/12/29,0096-0738,2019/04/12,Second Class,Truck,23213,957562.51,2,0.49,jcb,3548467212132850,Good
131,278 Cody Plaza,Youspan,867-74-3976,9827,GMC,Acadia,Maroon,2010,662222.31,47335-203,Kahaleel Rosengart,Male,Accountant IV,509-921-1228,krosengart3m@examiner.com,Spokane,United States,US,Washington,11 Stoughton Lane,2018/12/23,67544-023,2019/05/02,First Class,Truck,99205,807033.52,2,0.37,china-unionpay,5602231492740941,Okay
132,455 Duke Lane,Livetube,100-10-4836,6563,Dodge,Ram 2500,Teal,1995,674793.45,55714-4401,Fitz Gretton,Male,Project Manager,704-785-5846,fgretton3n@godaddy.com,Charlotte,United States,US,North Carolina,3 Bultman Parkway,2018/09/20,50580-778,2019/02/06,First Class,Air,28235,912235.25,2,0.54,solo,633417671077350521,Bad
133,09695 Waywood Crossing,Digitube,282-02-0435,9606,Mazda,MX-6,Turquoise,1996,520410.55,36800-004,Steven Enders,Male,Assistant Media Planner,813-898-1241,senders3o@shinystat.com,Tampa,United States,US,Florida,7513 Lighthouse Bay Center,2019/02/20,65003-018,2019/05/29,Standard Class,Truck,33673,891475.99,1,0.58,diners-club-enroute,201926091472053,Very Bad
134,6414 Moulton Point,Rooxo,465-30-3895,6552,GMC,Yukon XL 1500,Crimson,2010,698915.25,51141-5000,Sabine Maude,Female,Tax Accountant,281-924-4288,smaude3p@drupal.org,Houston,United States,US,Texas,2 Vidon Parkway,2018/08/19,42254-168,2019/03/10,First Class,Air,77035,759267.76,1,0.5,mastercard,5100144059580666,Very Good
135,2 Commercial Avenue,Dynazzy,652-89-6783,3501,Kia,Sorento,Purple,2011,734569.89,65342-0001,Bill Richten,Female,Compensation Analyst,559-377-5433,brichten3q@hatena.ne.jp,Fresno,United States,US,California,3523 Clyde Gallagher Junction,2018/07/10,30142-910,2019/04/11,First Class,Air,93709,767218.08,1,0.66,maestro,6304635551857780477,Very Bad
